拜谒	2006	40	32
拜谒	2005	12	12
拜谒	2004	6	6
拜谒	2003	6	6
拜谒	2002	14	14
拜谒	2001	20	20
褒	year	sum(match_count)	sum(volume_count)
褒	2008	34	30
褒	2007	48	40
褒	2006	194	70
褒	2005	70	51
褒	2004	170	79
褒	2003	212	134
褒	2002	97	76
褒	2001	142	96
褒奖	year	sum(match_count)	sum(volume_count)
褒奖	2008	2079	1590
褒奖	2007	2064	1626
褒奖	2006	2512	1893
褒奖	2005	2884	2214
褒奖	2004	2232	1778
褒奖	2003	1874	1512
褒奖	2002	2412	1811
褒奖	2001	1936	1543
褒扬	year	sum(match_count)	sum(volume_count)
褒扬	2008	142	137
褒扬	2007	149	141
褒扬	2006	182	172
褒扬	2005	235	233
褒扬	2004	177	158
褒扬	2003	126	126
褒扬	2002	214	194
褒扬	2001	194	166
表扬	year	sum(match_count)	sum(volume_count)
表扬	2008	4847	2496
表扬	2007	5595	2813
表扬	2006	7369	3778
表扬	2005	9567	4746
表扬	2004	8053	3798
表扬	2003	7756	3817
表扬	2002	7758	3957
表扬	2001	9097	4176
表彰	year	sum(match_count)	sum(volume_count)
表彰	2008	17438	3235
表彰	2007	24150	3624
表彰	2006	26626	4981
表彰	2005	30804	5421
表彰	2004	25398	4644
表彰	2003	24866	4582
表彰	2002	23176	4819
表彰	2001	29884	4798
并重	year	sum(match_count)	sum(volume_count)
并重	2008	11814	3941
并重	2007	13882	4372
并重	2006	17904	5977
并重	2005	18012	6728
并重	2004	14400	5779
并重	2003	11630	4963
并重	2002	12068	5199
并重	2001	12003	5099
不愧	year	sum(match_count)	sum(volume_count)
不愧	2008	1736	1342
不愧	2007	1780	1397
不愧	2006	2702	2101
不愧	2005	3134	2435
不愧	2004	2717	2069
不愧	2003	2607	1897
不愧	2002	2911	2208
不愧	2001	3088	2124
不惜	year	sum(match_count)	sum(volume_count)
不惜	2008	10978	5221
不惜	2007	11536	5895
不惜	2006	16196	8563
不惜	2005	18662	9664
不惜	2004	15156	8141
不惜	2003	13990	7322
不惜	2002	16338	8275
不惜	2001	15070	7498
不厌	year	sum(match_count)	sum(volume_count)
不厌	2008	366	328
不厌	2007	414	365
不厌	2006	540	510
不厌	2005	547	510
不厌	2004	495	455
不厌	2003	513	474
不厌	2002	573	534
不厌	2001	496	460
睬	year	sum(match_count)	sum(volume_count)
睬	2008	184	182
睬	2007	278	262
睬	2006	298	284
睬	2005	444	430
睬	2004	373	362
睬	2003	336	320
睬	2002	424	404
睬	2001	394	377
采纳	year	sum(match_count)	sum(volume_count)
采纳	2008	16709	5610
采纳	2007	20092	6498
采纳	2006	36833	10114
采纳	2005	31599	11021
采纳	2004	26567	9277
采纳	2003	23501	8435
采纳	2002	24280	8362
采纳	2001	20778	7960
参拜	year	sum(match_count)	sum(volume_count)
参拜	2008	1290	466
参拜	2007	3712	660
参拜	2006	5026	951
参拜	2005	5224	1003
参拜	2004	2586	672
参拜	2003	2440	536
参拜	2002	1828	574
参拜	2001	3042	560
侧重	year	sum(match_count)	sum(volume_count)
侧重	2008	20680	6055
侧重	2007	20738	6687
侧重	2006	28004	9885
侧重	2005	30969	11211
侧重	2004	26389	9340
侧重	2003	22710	8199
侧重	2002	23496	8383
侧重	2001	22547	7982
馋	year	sum(match_count)	sum(volume_count)
馋	2008	51	50
馋	2007	48	41
馋	2006	31	30
馋	2005	104	77
馋	2004	62	56
馋	2003	115	114
馋	2002	77	73
馋	2001	69	68
畅快	year	sum(match_count)	sum(volume_count)
畅快	2008	886	702
畅快	2007	810	690
畅快	2006	1004	872
畅快	2005	1432	1131
畅快	2004	1072	833
畅快	2003	882	729
畅快	2002	1089	907
畅快	2001	1088	899
倡	year	sum(match_count)	sum(volume_count)
倡	2008	2866	2016
倡	2007	2883	2020
倡	2006	3608	2708
倡	2005	4324	3230
倡	2004	3520	2654
倡	2003	3430	2517
倡	2002	3604	2684
倡	2001	3704	2708
朝拜	year	sum(match_count)	sum(volume_count)
朝拜	2008	90	83
朝拜	2007	116	92
朝拜	2006	131	97
朝拜	2005	153	142
朝拜	2004	150	134
朝拜	2003	135	109
朝拜	2002	119	104
朝拜	2001	95	85
撑腰	year	sum(match_count)	sum(volume_count)
撑腰	2008	80	78
撑腰	2007	115	110
撑腰	2006	110	108
撑腰	2005	174	171
撑腰	2004	130	128
撑腰	2003	94	91
撑腰	2002	160	151
撑腰	2001	170	168
称	year	sum(match_count)	sum(volume_count)
称	2008	269638	13969
称	2007	289216	15319
称	2006	478250	25279
称	2005	544020	28767
称	2004	397142	23424
称	2003	353066	20931
称	2002	360012	21742
称	2001	328560	19542
称道	year	sum(match_count)	sum(volume_count)
称道	2008	3900	2604
称道	2007	3958	2731
称道	2006	5444	3905
称道	2005	6252	4401
称道	2004	5302	3797
称道	2003	4612	3244
称道	2002	5546	3805
称道	2001	4544	3115
称快	year	sum(match_count)	sum(volume_count)
称快	2008	7	7
称快	2007	21	19
称快	2006	30	24
称快	2005	49	49
称快	2004	44	44
称快	2003	20	20
称快	2002	48	48
称快	2001	36	36
称赏	year	sum(match_count)	sum(volume_count)
称赏	2008	36	34
称赏	2007	26	26
称赏	2006	32	32
称赏	2005	52	50
称赏	2004	36	33
称赏	2003	40	40
称赏	2002	34	34
称赏	2001	42	41
称颂	year	sum(match_count)	sum(volume_count)
称颂	2008	946	808
称颂	2007	926	809
称颂	2006	1358	1162
称颂	2005	1584	1343
称颂	2004	1415	1205
称颂	2003	1230	1053
称颂	2002	1360	1158
称颂	2001	1203	1044
称叹	year	sum(match_count)	sum(volume_count)
称叹	2008	8	8
称叹	2007	8	8
称叹	2006	14	14
称叹	2005	24	24
称叹	2004	22	20
称叹	2003	17	17
称叹	2002	23	21
称叹	2001	11	11
称羡	year	sum(match_count)	sum(volume_count)
称羡	2008	30	28
称羡	2007	14	14
称羡	2006	18	18
称羡	2005	36	36
称羡	2004	40	40
称羡	2003	24	24
称羡	2002	14	14
称羡	2001	16	16
称谢	year	sum(match_count)	sum(volume_count)
称谢	2008	10	10
称谢	2007	14	14
称谢	2006	8	8
称谢	2005	12	12
称谢	2004	25	19
称谢	2003	16	16
称谢	2002	28	26
称谢	2001	16	16
称心	year	sum(match_count)	sum(volume_count)
称心	2008	490	448
称心	2007	530	482
称心	2006	772	674
称心	2005	968	822
称心	2004	823	694
称心	2003	771	654
称心	2002	875	779
称心	2001	932	810
称许	year	sum(match_count)	sum(volume_count)
称许	2008	282	244
称许	2007	296	274
称许	2006	364	335
称许	2005	483	455
称许	2004	394	365
称许	2003	329	299
称许	2002	336	309
称许	2001	320	308
称誉	year	sum(match_count)	sum(volume_count)
称誉	2008	111	108
称誉	2007	105	99
称誉	2006	155	151
称誉	2005	208	205
称誉	2004	203	194
称誉	2003	130	127
称誉	2002	173	159
称誉	2001	181	175
称愿	year	sum(match_count)	sum(volume_count)
称愿	2008	8	8
称愿	2007	3	3
称愿	2006	2	2
称愿	2005	5	5
称愿	2004	6	6
称愿	2003	6	6
称愿	2002	6	6
称愿	2001	4	4
称赞	year	sum(match_count)	sum(volume_count)
称赞	2008	5890	3683
称赞	2007	5954	3642
称赞	2006	8686	5494
称赞	2005	10132	6379
称赞	2004	9438	5588
称赞	2003	8252	4935
称赞	2002	9320	5323
称赞	2001	9152	5274
承	year	sum(match_count)	sum(volume_count)
承	2008	31538	8704
承	2007	33216	9681
承	2006	52738	15235
承	2005	56750	16557
承	2004	43546	14165
承	2003	39736	12905
承	2002	41082	13357
承	2001	40222	12847
承蒙	year	sum(match_count)	sum(volume_count)
承蒙	2008	80	72
承蒙	2007	62	62
承蒙	2006	116	114
承蒙	2005	96	95
承蒙	2004	122	118
承蒙	2003	77	70
承蒙	2002	89	83
承蒙	2001	98	98
吃醋	year	sum(match_count)	sum(volume_count)
吃醋	2008	24	24
吃醋	2007	44	44
吃醋	2006	42	42
吃醋	2005	46	46
吃醋	2004	70	54
吃醋	2003	30	30
吃醋	2002	40	40
吃醋	2001	24	24
痴	year	sum(match_count)	sum(volume_count)
痴	2008	159	155
痴	2007	184	168
痴	2006	219	191
痴	2005	320	295
痴	2004	227	207
痴	2003	203	186
痴	2002	243	215
痴	2001	225	205
痴迷	year	sum(match_count)	sum(volume_count)
痴迷	2008	1811	1344
痴迷	2007	1948	1335
痴迷	2006	2797	1735
痴迷	2005	2694	2010
痴迷	2004	2040	1507
痴迷	2003	2082	1518
痴迷	2002	3342	1881
痴迷	2001	3572	1664
痴情	year	sum(match_count)	sum(volume_count)
痴情	2008	108	103
痴情	2007	101	95
痴情	2006	158	148
痴情	2005	180	174
痴情	2004	136	123
痴情	2003	92	90
痴情	2002	128	119
痴情	2001	138	126
痴心妄想	year	sum(match_count)	sum(volume_count)
痴心妄想	2008	264	230
痴心妄想	2007	308	281
痴心妄想	2006	401	362
痴心妄想	2005	458	425
痴心妄想	2004	472	433
痴心妄想	2003	387	360
痴心妄想	2002	506	465
痴心妄想	2001	466	432
崇	year	sum(match_count)	sum(volume_count)
崇	2008	3459	2426
崇	2007	3190	2355
崇	2006	5228	3405
崇	2005	4894	3537
崇	2004	4160	3075
崇	2003	4137	2903
崇	2002	4438	3165
崇	2001	4016	2850
崇拜	year	sum(match_count)	sum(volume_count)
崇拜	2008	24752	6309
崇拜	2007	21914	6335
崇拜	2006	33636	9272
崇拜	2005	33858	10084
崇拜	2004	29276	8758
崇拜	2003	27234	7723
崇拜	2002	28906	8547
崇拜	2001	27240	7718
崇敬	year	sum(match_count)	sum(volume_count)
崇敬	2008	4226	2786
崇敬	2007	4312	2987
崇敬	2006	5942	4113
崇敬	2005	6592	4582
崇敬	2004	5774	3940
崇敬	2003	5258	3505
崇敬	2002	5644	3792
崇敬	2001	5052	3506
崇尚	year	sum(match_count)	sum(volume_count)
崇尚	2008	3982	2467
崇尚	2007	4646	2890
崇尚	2006	5364	3528
崇尚	2005	5438	3765
崇尚	2004	4920	3409
崇尚	2003	4612	3088
崇尚	2002	4760	3220
崇尚	2001	4540	3071
崇仰	year	sum(match_count)	sum(volume_count)
崇仰	2008	27	27
崇仰	2007	38	36
崇仰	2006	75	71
崇仰	2005	61	57
崇仰	2004	31	31
崇仰	2003	52	50
崇仰	2002	48	48
崇仰	2001	50	50
宠	year	sum(match_count)	sum(volume_count)
宠	2008	1999	1362
宠	2007	2065	1431
宠	2006	2851	1959
宠	2005	3309	2113
宠	2004	2680	1834
宠	2003	2602	1761
宠	2002	3440	1997
宠	2001	3042	1901
宠爱	year	sum(match_count)	sum(volume_count)
宠爱	2008	1846	1286
宠爱	2007	2178	1464
宠爱	2006	3250	2116
宠爱	2005	3504	2352
宠爱	2004	2683	1913
宠爱	2003	2424	1713
宠爱	2002	3410	2100
宠爱	2001	2838	1914
宠幸	year	sum(match_count)	sum(volume_count)
宠幸	2008	26	26
宠幸	2007	53	53
宠幸	2006	53	51
宠幸	2005	64	62
宠幸	2004	64	64
宠幸	2003	56	48
宠幸	2002	81	80
宠幸	2001	68	62
酬谢	year	sum(match_count)	sum(volume_count)
酬谢	2008	333	280
酬谢	2007	364	319
酬谢	2006	452	404
酬谢	2005	523	456
酬谢	2004	498	453
酬谢	2003	354	324
酬谢	2002	600	484
酬谢	2001	486	428
踌躇满志	year	sum(match_count)	sum(volume_count)
踌躇满志	2008	1017	823
踌躇满志	2007	1160	965
踌躇满志	2006	1506	1288
踌躇满志	2005	1741	1464
踌躇满志	2004	1457	1176
踌躇满志	2003	1237	1029
踌躇满志	2002	1527	1244
踌躇满志	2001	1459	1246
垂爱	year	sum(match_count)	sum(volume_count)
垂爱	2007	2	2
垂爱	2006	6	6
垂爱	2005	9	9
垂爱	2004	5	5
垂爱	2003	10	10
垂爱	2002	10	10
垂爱	2001	8	8
垂青	year	sum(match_count)	sum(volume_count)
垂青	2008	383	338
垂青	2007	430	398
垂青	2006	600	533
垂青	2005	634	577
垂青	2004	528	480
垂青	2003	470	435
垂青	2002	576	548
垂青	2001	484	440
垂涎	year	sum(match_count)	sum(volume_count)
垂涎	2008	804	692
垂涎	2007	902	753
垂涎	2006	1181	1059
垂涎	2005	1478	1298
垂涎	2004	1106	948
垂涎	2003	976	851
垂涎	2002	1233	1081
垂涎	2001	1090	936
垂涎欲滴	year	sum(match_count)	sum(volume_count)
垂涎欲滴	2008	10	10
垂涎欲滴	2007	10	10
垂涎欲滴	2006	6	6
垂涎欲滴	2005	16	16
垂涎欲滴	2004	26	26
垂涎欲滴	2003	5	5
垂涎欲滴	2002	10	10
垂涎欲滴	2001	10	10
春风得意	year	sum(match_count)	sum(volume_count)
春风得意	2008	48	48
春风得意	2007	40	40
春风得意	2006	80	78
春风得意	2005	62	62
春风得意	2004	46	44
春风得意	2003	66	66
春风得意	2002	68	64
春风得意	2001	68	68
春风满面	year	sum(match_count)	sum(volume_count)
春风满面	2008	12	12
春风满面	2007	18	16
春风满面	2006	17	15
春风满面	2005	13	13
春风满面	2004	52	52
春风满面	2003	18	18
春风满面	2002	28	28
春风满面	2001	32	32
答礼	year	sum(match_count)	sum(volume_count)
答礼	2008	8	8
答礼	2007	2	2
答礼	2006	18	18
答礼	2005	16	16
答礼	2004	8	8
答礼	2003	16	16
答礼	2002	4	4
答礼	2001	12	12
答谢	year	sum(match_count)	sum(volume_count)
答谢	2008	204	159
答谢	2007	178	168
答谢	2006	272	231
答谢	2005	250	230
答谢	2004	230	217
答谢	2003	388	375
答谢	2002	614	470
答谢	2001	278	223
答应	year	sum(match_count)	sum(volume_count)
答应	2008	19074	4464
答应	2007	19514	4816
答应	2006	26146	7444
答应	2005	32238	8716
答应	2004	28448	7068
答应	2003	23286	6246
答应	2002	31388	7422
答应	2001	29728	6960
大快人心	year	sum(match_count)	sum(volume_count)
大快人心	2008	208	196
大快人心	2007	298	263
大快人心	2006	334	308
大快人心	2005	438	376
大快人心	2004	292	282
大快人心	2003	334	301
大快人心	2002	404	372
大快人心	2001	510	443
大喜过望	year	sum(match_count)	sum(volume_count)
大喜过望	2008	134	126
大喜过望	2007	129	123
大喜过望	2006	202	198
大喜过望	2005	203	189
大喜过望	2004	163	151
大喜过望	2003	169	159
大喜过望	2002	178	172
大喜过望	2001	172	162
戴	year	sum(match_count)	sum(volume_count)
戴	2008	12986	4505
戴	2007	13676	5006
戴	2006	18008	7340
戴	2005	22356	8590
戴	2004	20654	7207
戴	2003	18428	6823
戴	2002	17682	6913
戴	2001	17684	6569
胆敢	year	sum(match_count)	sum(volume_count)
胆敢	2008	414	354
胆敢	2007	514	430
胆敢	2006	703	590
胆敢	2005	1000	794
胆敢	2004	830	672
胆敢	2003	671	566
胆敢	2002	787	691
胆敢	2001	737	629
弹冠相庆	year	sum(match_count)	sum(volume_count)
弹冠相庆	2008	12	12
弹冠相庆	2007	4	4
弹冠相庆	2005	10	10
弹冠相庆	2004	10	9
弹冠相庆	2003	9	9
弹冠相庆	2002	14	14
弹冠相庆	2001	2	2
当真	year	sum(match_count)	sum(volume_count)
当真	2008	1180	875
当真	2007	1442	1026
当真	2006	1965	1393
当真	2005	2304	1619
当真	2004	1858	1330
当真	2003	1829	1270
当真	2002	3134	1690
当真	2001	2203	1398
当之无愧	year	sum(match_count)	sum(volume_count)
当之无愧	2008	1673	1268
当之无愧	2007	1701	1334
当之无愧	2006	2178	1761
当之无愧	2005	2505	2053
当之无愧	2004	2093	1649
当之无愧	2003	1856	1511
当之无愧	2002	2037	1594
当之无愧	2001	1825	1467
道贺	year	sum(match_count)	sum(volume_count)
道贺	2008	26	24
道贺	2007	24	24
道贺	2006	39	37
道贺	2005	40	40
道贺	2004	12	12
道贺	2003	24	24
道贺	2002	31	31
道贺	2001	34	34
道谢	year	sum(match_count)	sum(volume_count)
道谢	2008	145	137
道谢	2007	192	180
道谢	2006	220	209
道谢	2005	274	252
道谢	2004	205	197
道谢	2003	199	171
道谢	2002	248	234
道谢	2001	170	161
得意	year	sum(match_count)	sum(volume_count)
得意	2008	1967	1432
得意	2007	2112	1506
得意	2006	2995	2261
得意	2005	3760	2733
得意	2004	3105	2203
得意	2003	2554	1878
得意	2002	3271	2428
得意	2001	3076	2227
得意忘形	year	sum(match_count)	sum(volume_count)
得意忘形	2008	221	203
得意忘形	2007	240	215
得意忘形	2006	370	348
得意忘形	2005	398	383
得意忘形	2004	334	320
得意忘形	2003	300	277
得意忘形	2002	543	469
得意忘形	2001	422	390
点头	year	sum(match_count)	sum(volume_count)
点头	2008	7678	2487
点头	2007	8650	2841
点头	2006	10938	3897
点头	2005	13404	4860
点头	2004	11264	3919
点头	2003	9530	3326
点头	2002	12908	4643
点头	2001	12720	4285
电贺	year	sum(match_count)	sum(volume_count)
电贺	2008	26	14
电贺	2007	6	6
电贺	2006	50	38
电贺	2005	80	58
电贺	2004	24	12
电贺	2003	180	45
电贺	2002	60	39
电贺	2001	56	44
吊祭	year	sum(match_count)	sum(volume_count)
吊祭	2008	2	2
吊祭	2006	3	3
吊祭	2005	9	9
吊祭	2003	2	2
吊祭	2002	5	5
吊祭	2001	5	2
顶礼	year	sum(match_count)	sum(volume_count)
顶礼	2008	4	4
顶礼	2007	2	2
顶礼	2006	24	23
顶礼	2005	10	10
顶礼	2004	22	21
顶礼	2003	9	9
顶礼	2002	24	23
顶礼	2001	14	13
抖	year	sum(match_count)	sum(volume_count)
抖	2008	784	550
抖	2007	900	601
抖	2006	1042	736
抖	2005	1262	943
抖	2004	1080	766
抖	2003	900	694
抖	2002	1142	849
抖	2001	1081	851
妒	year	sum(match_count)	sum(volume_count)
妒	2008	758	590
妒	2007	810	651
妒	2006	1001	877
妒	2005	1226	1029
妒	2004	1024	865
妒	2003	974	811
妒	2002	1391	1126
妒	2001	1153	957
妒忌	year	sum(match_count)	sum(volume_count)
妒忌	2008	785	541
妒忌	2007	592	493
妒忌	2006	1002	782
妒忌	2005	1152	901
妒忌	2004	931	759
妒忌	2003	1020	739
妒忌	2002	1010	790
妒忌	2001	909	706
额手称庆	year	sum(match_count)	sum(volume_count)
额手称庆	2008	5	5
额手称庆	2007	5	5
额手称庆	2006	14	14
额手称庆	2005	16	16
额手称庆	2004	7	7
额手称庆	2003	10	10
额手称庆	2002	12	12
额手称庆	2001	1	1
反哺	year	sum(match_count)	sum(volume_count)
反哺	2008	1405	728
反哺	2007	2028	842
反哺	2006	2780	1005
反哺	2005	1893	680
反哺	2004	408	313
反哺	2003	370	256
反哺	2002	310	215
反哺	2001	462	235
放胆	year	sum(match_count)	sum(volume_count)
放胆	2008	52	50
放胆	2007	26	22
放胆	2006	66	66
放胆	2005	92	91
放胆	2004	112	100
放胆	2003	58	56
放胆	2002	82	80
放胆	2001	100	95
费心	year	sum(match_count)	sum(volume_count)
费心	2008	430	406
费心	2007	401	370
费心	2006	617	568
费心	2005	770	670
费心	2004	619	565
费心	2003	480	443
费心	2002	584	524
费心	2001	565	513
封禅	year	sum(match_count)	sum(volume_count)
封禅	2008	60	42
封禅	2007	28	27
封禅	2006	41	35
封禅	2005	72	58
封禅	2004	97	56
封禅	2003	139	64
封禅	2002	48	39
封禅	2001	66	47
奉	year	sum(match_count)	sum(volume_count)
奉	2008	4862	3091
奉	2007	4974	3211
奉	2006	7246	4740
奉	2005	7290	4879
奉	2004	6273	4245
奉	2003	6224	4142
奉	2002	6924	4412
奉	2001	6484	4148
奉迎	year	sum(match_count)	sum(volume_count)
奉迎	2007	14	10
奉迎	2006	14	14
奉迎	2005	20	18
奉迎	2004	30	23
奉迎	2003	6	6
奉迎	2002	24	24
奉迎	2001	30	30
甘	year	sum(match_count)	sum(volume_count)
甘	2008	2610	1197
甘	2007	3248	1506
甘	2006	5448	2140
甘	2005	5284	2502
甘	2004	4682	1944
甘	2003	4230	1982
甘	2002	4912	1962
甘	2001	4932	2093
甘心	year	sum(match_count)	sum(volume_count)
甘心	2008	2433	1650
甘心	2007	2715	1923
甘心	2006	3664	2582
甘心	2005	4503	3218
甘心	2004	3676	2544
甘心	2003	3392	2335
甘心	2002	4388	2996
甘心	2001	3932	2712
甘心情愿	year	sum(match_count)	sum(volume_count)
甘心情愿	2008	56	52
甘心情愿	2007	62	62
甘心情愿	2006	142	131
甘心情愿	2005	132	130
甘心情愿	2004	122	111
甘心情愿	2003	103	103
甘心情愿	2002	216	208
甘心情愿	2001	138	135
甘愿	year	sum(match_count)	sum(volume_count)
甘愿	2008	916	774
甘愿	2007	1020	867
甘愿	2006	1334	1139
甘愿	2005	1444	1287
甘愿	2004	1287	1136
甘愿	2003	1080	954
甘愿	2002	1458	1256
甘愿	2001	1198	1029
感	year	sum(match_count)	sum(volume_count)
感	2008	210754	14403
感	2007	215300	15793
感	2006	271538	25278
感	2005	298436	29053
感	2004	249400	23720
感	2003	232214	21298
感	2002	241584	22638
感	2001	222348	20405
感恩	year	sum(match_count)	sum(volume_count)
感恩	2008	5450	2024
感恩	2007	4182	1878
感恩	2006	4066	2149
感恩	2005	3216	1920
感恩	2004	2518	1521
感恩	2003	1968	1271
感恩	2002	1910	1321
感恩	2001	1746	1226
感恩戴德	year	sum(match_count)	sum(volume_count)
感恩戴德	2008	112	102
感恩戴德	2007	116	111
感恩戴德	2006	166	156
感恩戴德	2005	188	176
感恩戴德	2004	198	181
感恩戴德	2003	152	149
感恩戴德	2002	201	196
感恩戴德	2001	191	175
感激	year	sum(match_count)	sum(volume_count)
感激	2008	11272	4871
感激	2007	11772	5162
感激	2006	15576	7486
感激	2005	19014	8700
感激	2004	16674	7341
感激	2003	14238	6310
感激	2002	16348	7350
感激	2001	15052	6659
感激涕零	year	sum(match_count)	sum(volume_count)
感激涕零	2008	24	24
感激涕零	2007	16	16
感激涕零	2006	18	18
感激涕零	2005	25	25
感激涕零	2004	20	20
感激涕零	2003	24	24
感激涕零	2002	18	18
感激涕零	2001	24	24
感同身受	year	sum(match_count)	sum(volume_count)
感同身受	2008	390	338
感同身受	2007	398	357
感同身受	2006	400	363
感同身受	2005	446	384
感同身受	2004	372	336
感同身受	2003	254	240
感同身受	2002	322	257
感同身受	2001	192	180
感谢	year	sum(match_count)	sum(volume_count)
感谢	2008	52154	11417
感谢	2007	53918	12228
感谢	2006	72936	18865
感谢	2005	81708	21990
感谢	2004	69348	17648
感谢	2003	64640	15685
感谢	2002	63086	16449
感谢	2001	59354	14501
感兴趣	year	sum(match_count)	sum(volume_count)
感兴趣	2008	78	36
感兴趣	2007	88	30
感兴趣	2006	95	35
感兴趣	2005	32	20
感兴趣	2004	18	8
感兴趣	2003	3	2
感兴趣	2002	7	4
感兴趣	2001	8	8
敢	year	sum(match_count)	sum(volume_count)
敢	2008	44130	7528
敢	2007	46486	8290
敢	2006	61632	12776
敢	2005	72646	14366
敢	2004	59416	12200
敢	2003	55288	11020
敢	2002	70154	12336
敢	2001	66736	11138
高兴	year	sum(match_count)	sum(volume_count)
高兴	2008	41896	6915
高兴	2007	47602	7692
高兴	2006	65586	11513
高兴	2005	81232	13689
高兴	2004	69954	11540
高兴	2003	62974	10099
高兴	2002	70744	11318
高兴	2001	71846	10481
歌颂	year	sum(match_count)	sum(volume_count)
歌颂	2008	4086	2153
